키워드,언론사,게시일,뉴스제목,url
GS 해킹,디지털타임스,2025-03-17 16:45:08,"""학력·수상내역 전부?""…인크루트 개인정보 유출 2차피해 우려에 떠는 취준생들",https://n.news.naver.com/mnews/article/029/0002941678?sid=105
GS 해킹,지디넷코리아,2025-03-18 16:00:15,"국정원 IT용역업체 보안 허점 경고···휴네시온 ""우리 제품 쓰면 안전""",https://n.news.naver.com/mnews/article/092/0002367097?sid=105
GS 해킹,전자신문,2025-01-06 14:37:15,GS리테일 사이트 해킹 피해…고객 9만명 개인정보 유출,https://n.news.naver.com/mnews/article/030/0003273445?sid=101
GS 해킹,한국경제,2025-01-06 18:04:17,"GS리테일 해킹 당해, 9만명 개인정보 유출",https://n.news.naver.com/mnews/article/015/0005078581?sid=101
GS 해킹,시사저널,2025-01-06 14:50:11,GS리테일 해킹 공격으로 개인정보 유출,https://n.news.naver.com/mnews/article/586/0000094832?sid=101
GS 해킹,SBS Biz,2025-01-06 14:23:09,GS리테일 고객 9만명 주소·전화번호 해킹,https://n.news.naver.com/mnews/article/374/0000419159?sid=101
GS 해킹,일간스포츠,2025-01-06 13:53:49,GS리테일 웹사이트 해킹 공격…GS25 등서 개인정보 유출,https://n.news.naver.com/mnews/article/241/0003405711?sid=101
GS 해킹,KBS,2025-01-06 14:37:15,"GS리테일, 해킹으로 고객 9만 명 개인정보 유출",https://n.news.naver.com/mnews/article/056/0011869554?sid=101
GS 해킹,연합뉴스TV,2025-01-06 14:47:11,GS리테일 웹사이트 해킹 공격…연락처·주소 등 개인정보 유출,https://n.news.naver.com/mnews/article/422/0000703205?sid=101
GS 해킹,서울신문,2025-01-07 05:03:10,해킹에 뚫린 GS리테일… 9만명 개인정보 유출,https://n.news.naver.com/mnews/article/081/0003509071?sid=102
GS 해킹,SBS Biz,2025-01-07 06:29:08,"GS리테일, 해킹 공격에 고객 9만명 주소·전화번호 유출",https://n.news.naver.com/mnews/article/374/0000419259?sid=101
GS 해킹,YTN,2025-01-06 22:43:16,"GS리테일, 해킹 공격에 9만 명 고객 개인정보 유출",https://n.news.naver.com/mnews/article/052/0002137140?sid=101
GS 해킹,매일경제,2025-01-06 17:56:17,GS리테일 해킹…9만명 정보 털렸다,https://n.news.naver.com/mnews/article/009/0005424653?sid=103
GS 해킹,TV조선,2025-01-06 20:46:44,"GS리테일 ""해킹 공격으로 고객 9만명 정보 유출""",https://n.news.naver.com/mnews/article/448/0000500378?sid=101
GS 해킹,매경이코노미,2025-03-04 02:39:08,"기혼 여부·통관번호까지 다 털렸다…GS샵, 고객 개인정보 158만건 유출 [재계 TALK TALK]",https://n.news.naver.com/mnews/article/024/0000095350?sid=101
GS 정보유출,이데일리,2025-04-02 14:12:19,"시선AI, AI 영상인식 정보보안 솔루션 GS인증 1등급 획득",https://n.news.naver.com/mnews/article/018/0005976794?sid=105
GS 정보유출,뉴시스,2025-04-02 10:36:56,"시선AI, AI 영상인식 정보보안 솔루션 '씨유온' GS인증 1등급 획득",https://n.news.naver.com/mnews/article/003/0013158108?sid=101
GS 정보유출,한국경제,2025-04-02 10:59:12,"시선AI, AI 영상인식 정보보안 솔루션 '씨유온' GS인증 1등급 획득",https://n.news.naver.com/mnews/article/015/0005113928?sid=101
GS 정보유출,아시아경제,2025-04-02 14:43:56,"시선AI, AI 영상인식 정보보안 솔루션 '씨유온' GS인증 1등급 획득",https://n.news.naver.com/mnews/article/277/0005571717?sid=101
GS 정보유출,뉴스1,2025-03-20 11:53:12,"'허서홍號' GS리테일, '리테일 왕좌' 탈환 고삐 당긴다",https://n.news.naver.com/mnews/article/421/0008141210?sid=101
GS 정보유출,이코노미스트,2025-03-21 18:30:17,"CJ올리브영, 개인정보 4900건 유출 정황",https://n.news.naver.com/mnews/article/243/0000074862?sid=101
GS 정보유출,전자신문,2025-03-12 10:09:12,유통가 개인정보 유출사고 연이어,https://n.news.naver.com/mnews/article/030/0003292276?sid=105
GS 정보유출,아이뉴스24,2025-03-20 05:06:14,오너 3·4세 전면 '새출발'⋯특명은? [창간기획],https://n.news.naver.com/mnews/article/031/0000917448?sid=101
GS 정보유출,블로터,2025-02-28 16:11:08,[GS리테일 4세 경영] ③ 개인정보 유출 사과했지만..위기관리 능력 시험대,https://n.news.naver.com/mnews/article/293/0000064357?sid=101
GS 정보유출,동아일보,2025-02-28 03:02:37,GS 홈쇼핑서 개인정보 158만건 유출,https://n.news.naver.com/mnews/article/020/0003618192?sid=102
GS 정보유출,이코노미스트,2025-02-27 18:02:09,"“편의점 이어 홈쇼핑까지”...GS리테일, 대규모 개인정보 유출",https://n.news.naver.com/mnews/article/243/0000073504?sid=101
GS 정보유출,연합뉴스,2025-02-27 17:04:08,"GS리테일 고객정보 158만건 유출…개보위 ""안전조치준수 파악중""(종합)",https://n.news.naver.com/mnews/article/001/0015238375?sid=101
GS 정보유출,매일경제,2025-02-27 09:52:17,[단독] “편의점 이어 홈쇼핑도 털렸다”...GS샵 고객 개인정보 158만건 유출,https://n.news.naver.com/mnews/article/009/0005450744?sid=103
GS 정보유출,서울경제,2025-02-27 10:10:12,"GS리테일, 편의점 이어 홈쇼핑까지 털렸다…GS샵 고객 개인정보 158만건 유출",https://n.news.naver.com/mnews/article/011/0004455442?sid=101
GS 정보유출,세계일보,2025-02-27 10:05:07,"GS샵, 고객 개인정보 158만건 유출…“고객분들께 사과”",https://n.news.naver.com/mnews/article/022/0004014640?sid=101
GS 정보유출,MBC,2025-02-27 10:46:42,"GS리테일, 홈쇼핑 고객정보 158만 건 유출 정황 추가 확인",https://n.news.naver.com/mnews/article/214/0001408033?sid=101
GS 정보유출,지디넷코리아,2025-01-07 15:24:20,"개인정보위, 스티비 유출 조사 시작…GS리테일 건 접수 완료",https://n.news.naver.com/mnews/article/092/0002358922?sid=105
GS 정보유출,SBS Biz,2025-01-16 17:01:08,"악재 연이어 터진 GS리테일, 허서홍 리더십 '시험대' [기업 백브리핑]",https://n.news.naver.com/mnews/article/374/0000421191?sid=101
GS 정보유출,한국경제,2025-01-08 17:31:12,유통사·대학 정보까지 뻥 뚫렸다…'해킹 호구' 된 한국,https://n.news.naver.com/mnews/article/015/0005079791?sid=105
GS 정보유출,SBS Biz,2025-01-06 15:59:14,GS25 단골인데…내 정보 괜찮을까?,https://n.news.naver.com/mnews/article/374/0000419183?sid=101
GS 정보유출,아이뉴스24,2025-02-27 10:31:10,"GS리테일, 홈쇼핑 고객 개인정보 158만건 유출",https://n.news.naver.com/mnews/article/031/0000912247?sid=101
GS 정보유출,디지털타임스,2025-03-16 10:11:07,"GS25, 베트남 진출 7년만 하노이 첫 매장…허서홍 승부수",https://n.news.naver.com/mnews/article/029/0002941328?sid=101
GS 정보유출,한국일보,2025-02-27 14:31:10,개인 통관 번호까지… 홈쇼핑 GS샵의 개인정보 158만 건 몰래 빠져나갔다,https://n.news.naver.com/mnews/article/469/0000851206?sid=102
GS 정보유출,국민일보,2025-01-06 14:15:08,GS리테일 “웹사이트 해킹 공격으로 고객 9만명 정보 유출”,https://n.news.naver.com/mnews/article/005/0001750009?sid=101
GS 정보유출,머니S,2025-01-06 16:19:46,"GS리테일 ""해킹 공격에 고객 9만명 정보 유출… 깊이 사과""",https://n.news.naver.com/mnews/article/417/0001050052?sid=101
GS 정보유출,뉴스1,2025-01-06 14:30:12,"GS리테일, 해킹 공격에 고객 9만 여명 개인정보 유출",https://n.news.naver.com/mnews/article/421/0008006150?sid=101
GS 정보유출,한국경제,2025-01-06 16:29:14,해킹 당한 GS리테일…9만명 개인정보 유출,https://n.news.naver.com/mnews/article/015/0005078491?sid=101
GS 정보유출,이데일리,2025-01-06 17:28:11,"GS리테일, 해킹으로 9만명 개인정보 유출…""재발 방지 최선""",https://n.news.naver.com/mnews/article/018/0005919669?sid=101
GS 정보유출,조선비즈,2025-01-06 14:12:16,GS리테일 웹사이트 해킹 공격… 9만명 개인정보 유출,https://n.news.naver.com/mnews/article/366/0001045289?sid=101
GS 정보유출,SBS,2025-01-06 14:46:39,"GS리테일, 해킹 공격에 고객 9만 명 개인정보 유출",https://n.news.naver.com/mnews/article/055/0001221146?sid=102
GS 정보유출,아시아경제,2025-02-20 07:45:02,"'정보 유출 경계령' 건설사, 딥시크와 손절",https://n.news.naver.com/mnews/article/277/0005549195?sid=101
GS 정보유출,데일리안,2025-01-06 16:25:10,"GS리테일, 고객 9만명 주소·전화번호 유출...""깊이 사과, 보안 강화""",https://n.news.naver.com/mnews/article/119/0002911072?sid=101
GS 정보유출,전자신문,2025-03-06 13:59:13,한국인 개인정보 4억건 다크웹 떠돈다,https://n.news.naver.com/mnews/article/030/0003290567?sid=105
GS 정보유출,서울경제,2025-03-04 08:41:11,"우량 스타트업 1000억 투융자 지원, 기업당 최대 20억원… 개인정보 해킹 증가, IT보안 위협 대응 강화 [AI 프리즘*스타트업 창업자 뉴스]",https://n.news.naver.com/mnews/article/011/0004456822?sid=101
GS 정보유출,전자신문,2025-01-07 11:02:14,"엑스큐어넷, 내부 데이터 유출 감지(DLD) 솔루션 'Venus/EMASS AI' GS인증 1등급 획득",https://n.news.naver.com/mnews/article/030/0003273726?sid=101
GS 정보유출,지디넷코리아,2025-04-02 16:31:10,"[ZD SW 투데이] 뉴엔AI, 산업부 '2025 수출바우처' 참여기업 선정 外",https://n.news.naver.com/mnews/article/092/0002369120?sid=105
GS 정보유출,지디넷코리아,2025-03-27 22:44:11,"고학수 개보위원장 ""조사권 강화 고민중""",https://n.news.naver.com/mnews/article/092/0002368424?sid=105
GS 정보유출,머니S,2025-04-03 06:10:00,유튜브·틱톡 '디지털 콘텐츠'의 시대… 국산 편집툴 '곰믹스·곰픽' 뜬다,https://n.news.naver.com/mnews/article/417/0001068182?sid=105
GS 정보유출,조선비즈,2025-03-22 06:01:37,[르포] 농약 뿌리고 시설 점검하고… 드론 자격자 60만명 돌파,https://n.news.naver.com/mnews/article/366/0001062778?sid=101
GS 정보유출,지디넷코리아,2025-03-19 10:40:16,가상화 솔루션 '오픈스택잇' 질주···공공과 민간서 잇달아 도입,https://n.news.naver.com/mnews/article/092/0002367214?sid=105
GS 정보유출,세계일보,2025-02-27 20:20:17,GS홈쇼핑 고객정보 158만건 유출…연락처·주소 등 포함,https://n.news.naver.com/mnews/article/022/0004014840?sid=101
GS 정보유출,지디넷코리아,2025-02-27 10:39:10,GS샵에서 가입자 개인정보 158만건 유출,https://n.news.naver.com/mnews/article/092/0002364779?sid=105
GS 정보유출,SBS Biz,2025-02-27 10:21:08,"GS리테일, 홈쇼핑서도 158만건 정보 유출…""보안 강화""",https://n.news.naver.com/mnews/article/374/0000427427?sid=101
GS 정보유출,한겨레,2025-02-27 11:00:12,편의점 이어 홈쇼핑도…GS리테일 개인정보 158만건 추가 유출,https://n.news.naver.com/mnews/article/028/0002733169?sid=101
GS 정보유출,국민일보,2025-03-06 17:00:07,"블랙야크, 해킹 공격으로 고객 개인정보 34만건 유출",https://n.news.naver.com/mnews/article/005/0001761411?sid=101
GS 정보유출,뉴시스,2025-03-06 14:40:36,이번엔 블랙야크까지…유통가 '개인정보 불감증' 심각,https://n.news.naver.com/mnews/article/003/0013103880?sid=101
GS 정보유출,아이뉴스24,2025-03-06 17:19:07,"시큐센 ""연이은 개인정보 유출 사태…'다이나패스'로 해결""",https://n.news.naver.com/mnews/article/031/0000914038?sid=105
GS 보안사고,지디넷코리아,2025-03-25 22:16:09,"[보안 리딩기업] 넷앤드 ""접근제어·계정관리 통합 선도···해외서 일 낼 것""",https://n.news.naver.com/mnews/article/092/0002368034?sid=105
GS 보안사고,이데일리,2025-03-19 10:31:12,"망고클라우드, AI 챗봇 솔루션 ‘HeyMango(헤이망고)’ 클라우드 보안 인증(CSAP) 취득",https://n.news.naver.com/mnews/article/018/0005965729?sid=101
GS 보안사고,전자신문,2025-03-19 10:06:15,"망고클라우드, AI 챗봇 솔루션 'HeyMango(헤이망고)' 클라우드 보안 인증(CSAP) 취득",https://n.news.naver.com/mnews/article/030/0003294473?sid=105
GS 보안사고,디지털타임스,2025-03-19 10:01:10,"망고클라우드, AI 챗봇 솔루션 `HeyMango(헤이망고)` 클라우드 보안 인증(CSAP) 취득",https://n.news.naver.com/mnews/article/029/0002942095?sid=105
GS 보안사고,지디넷코리아,2025-03-03 21:06:15,[방은주의 보안산책] 잇달은 보안 사고 왜?,https://n.news.naver.com/mnews/article/092/0002365191?sid=105
GS 보안사고,헤럴드경제,2025-02-27 10:17:10,GS25 이어 GS샵에서도 개인정보 158만건 유출…“재발방지 최선”,https://n.news.naver.com/mnews/article/016/0002434933?sid=101
